,names,spec
1934,Topaz,Powder
1935,Vivianite,Powder
1936,Galena,Powder
1937,Lawsonite,Powder
1938,Laumontite,Powder
1939,Tugtupite,"Powder, intimately mixed with albite"
1940,Beryl,Powder
1941,Siderazot,Powder
1942,Rossmanite,Powder
1943,Heulandite-Ca,Powder
1944,Clinoclase,Powder
1945,Heklaite,Powder
1946,Soddyite,Powder
1947,Lazulite,Powder
1948,Borax,"Powder, mixture with tincalconite; a: 11.125(2), c: 21.198(7)"
1949,Titanite,Powder
1950,Zabuyelite,Powder
1951,Proustite,Powder
1952,Stibnite,Powder
1953,Clinofergusonite-(Y),Powder
1954,Muscovite,Powder
1955,Manjiroite,"Powder, using Mo radiation"
1956,Cassiterite,Powder
1957,Hydromagnesite,Powder
1958,Calcite,Powder
1959,Miargyrite,Powder
1960,Microcline,Powder
1961,Kutnohorite,"Powder, mixture with a second carbonate phase"
1962,Chalcopyrite,Powder
1963,Gmelinite-Na,Powder
1964,Gaspeite,Powder
1965,Cristobalite,Powder
1966,Magnetoplumbite,Powder
1967,Burkeite,"Powder, mixed with thenardite"
1968,Foitite,Powder
1969,Sphalerite,Powder
1970,Thenardite,Powder
1971,Beidellite,Powder
1972,Bismuth,Powder
1973,Sigloite,Powder
1974,Stephanite,Powder
1975,Nifontovite,Powder
1976,Calcite,Powder
1977,Fluorapatite,Powder
1978,Neptunite,Powder
1979,Julgoldite-(Fe2+),"Powder, mixed with quartz"
1980,Forsterite,Powder
1981,Cuprite,Powder
1982,Selenium,Powder
1983,Umangite,"Powder, using Mo radiation"
1984,Wohlerite,Powder
1985,Pectolite,Powder
1986,Augelite,Powder
1987,Yttrotungstite-(Y),Powder
1988,Barytocalcite,Powder
1989,Tungstite,"Powder, using Mo radiation"
1990,Zoisite,Powder
1991,Tinticite,"Powder, with some quartz"
1992,Meliphanite,Powder
1993,Zektzerite,Powder
1994,Hydroxylherderite,Powder
1995,Kimzeyite,"Powder, mixture of two garnets, refined andradite, a = 12.1073(8)"
1996,Parabutlerite,Powder
1997,Hessite,"Powder, using Mo radiation"
1998,Felsobanyaite,Powder
1999,Lazulite,Powder
2000,Diopside,Powder
2001,Arsenic,"Powder, with sharp diffraction peaks from pyrite (a = 5.4195(1))"
2002,Beryl,Powder
2003,Tveitite-(Y),Powder
2004,Babingtonite,Powder
2005,Polyhalite,Powder
2006,Andradite,Powder
2007,Rhodonite,Powder
2008,Braunite,Powder
2009,Hubnerite,Powder
2010,Garronite-Ca,Powder
2011,Vayrynenite,Powder
2012,Augelite,Powder
2013,Triplite,Powder
2014,Vonsenite,Powder
2015,Actinolite,Powder
2016,Aeschynite-(Y),"Powder, pattern is consistent with a partially metamic sample of aeschynite-(Ce)"
2017,Tennantite-(Zn),Powder
2018,Zincite,Powder
2019,Fluorapatite,Powder
2020,Fluorophlogopite,Powder
2021,Waimirite-(Y),Powder
2022,Annabergite,Powder
2023,Orthoclase,Powder
2024,Benitoite,Powder
2025,Jamesonite,Powder
2026,Meta-autunite,Powder
2027,Dravite,Powder
2028,Livingstonite,Powder
2029,Arsenopyrite,Powder
2030,Benstonite,Powder
2031,Hedenbergite,Powder
2032,Ludwigite,Powder
2033,Prehnite,Powder
2034,Stichtite,"Powder, using Mo radiation"
2035,Manganoneptunite,Powder
2036,Aeschynite-(Y),Powder
2037,Bakerite,Powder
2038,Blodite,Powder
2039,Ilmenite,Powder
2040,Monticellite,Powder
2041,Analcime,Powder
2042,Guite,Powder
2043,Braunite,Powder
2044,Grossular,Powder
2045,Arsenopyrite,Powder
2046,Nifontovite,Powder
2047,Sphalerite,Powder
2048,Dolomite,Powder
2049,Eudidymite,Powder
2050,Triplite,Powder
2051,Gadolinite-(Y),Powder
2052,Euxenite-(Y),Powder
2053,Rhodonite,Powder
2054,Topaz,Powder
2055,Afghanite,Powder
2056,Willemite,Powder
2057,Carnotite,Powder
2058,Natroalunite,Powder
2059,Fluorcarletonite,Powder
2060,Shattuckite,Powder
2061,Hollandite,Powder
2062,Enstatite,Powder
2063,Enargite,Powder
2064,Agrellite,Powder
2065,Inderite,Powder
2066,Cristobalite,Powder
2067,Sphalerite,Powder
2068,Actinolite,Powder
2069,Epidote,Powder
2070,Plombierite,Powder
2071,Grossular,Powder
2072,Elbaite,Powder
2073,Paralaurionite,Powder
2074,Meneghinite,Powder
2075,Ferro-edenite,Powder
2076,Senegalite,Powder
2077,Franklinite,Powder
2078,Bastnasite-(Ce),Powder
2079,Covellite,Powder
2080,Augite,Powder
2081,Wardite,Powder
2082,Zeophyllite,Powder
2083,Inesite,Powder
2084,Grossular,Powder
2085,Pyromorphite,Powder
2086,Magnesiochromite,Powder
2087,Cechite,Powder
2088,Germanite,"Powder, with minor tennantite (cubic: a=10.24)"
2089,Sphalerite,Powder
2090,Vivianite,Powder
2091,Phlogopite,Powder
2092,Fluorapatite,Powder
2093,Hollandite,Powder
2094,Marialite,Powder
2095,Anorthite,Powder
2096,Brucite,Powder
2097,Azurite,Powder
2098,Bindheimite,Powder
2099,Grossular,Powder
2100,Clinofergusonite-(Ce),Powder
2101,Serandite,Powder
2102,Orpiment,Powder
2103,Merwinite,Powder
2104,Enargite,Powder
2105,Pyromorphite,Powder
2106,Grunerite,Powder
2107,Chevkinite-(Ce),Powder
2108,Schorl,Powder
2109,Phillipsite-Ca,Powder
2110,Epidote,Powder
2111,Stillwellite-(Ce),Powder
2112,Tainiolite,Powder
2113,Lamprophyllite,Powder
2114,Felsobanyaite,"Powder, using Mo radiation"
2115,Buddingtonite,Powder
2116,Paramontroseite,Powder
2117,Proustite,Powder
2118,Columbite-(Mn),Powder
2119,Inyoite,Powder
2120,Beryl,Powder
2121,Brazilianite,Powder
2122,Fluorapatite,Powder
2123,Phlogopite,Powder
2124,Muscovite,Powder
2125,Spessartine,Powder
2126,Phlogopite,Powder
2127,Grossular,Powder
2128,Almandine,Powder
2129,Tremolite,Powder
2130,Adamite,Powder
2131,Woodhouseite,Powder
2132,Cordierite,Powder
2133,Hedenbergite,Powder
2134,Diopside,Powder
2135,Albite,Powder
2136,Bayldonite,Powder
2137,Fluorapophyllite-(K),Powder
2138,Delafossite,Powder
2139,Fluorapatite,Powder
2140,Microcline,Powder
2141,Axinite-(Fe),Powder
2142,Pyrope,Powder
2143,Strontianite,Powder
2144,Clinochlore,Powder
2145,Hausmannite,Powder
2146,Grunerite,Powder
2147,Hubnerite,Powder
2148,Fluorophlogopite,Powder
2149,Fluorapatite,Powder
2150,Graphite,Powder
2151,Chondrodite,Powder
2152,Braunite,Powder
2153,Diopside,Powder
2154,Turquoise,Powder
2155,Celsian,Powder
2156,Hematite,Powder
2157,Chrysoberyl,Powder
2158,Hollandite,Powder
2159,Metavoltine,"Powder, using Mo radiation"
2160,Moraesite,Powder
2161,Akermanite,Powder
2162,Calcite,Powder
2163,Anilite,"Powder, using Mo radiation"
2164,Argentojarosite,Powder
2165,Cassiterite,Powder
2166,Hemimorphite,Powder
2167,Sillimanite,Powder
2168,Chondrodite,Powder
2169,Stromeyerite,Powder
2170,Vonsenite,Powder
2171,Livingstonite,Powder
2172,Quartz,Powder
2173,Sodalite,Powder
2174,Albite,Powder
2175,Uvarovite,Powder
2176,Epistilbite,Powder
2177,Szaibelyite,Powder
2178,Whewellite,Powder
2179,Hydrotalcite,Powder
2180,Anglesite,Powder
2181,Wiluite,Powder
2182,Dioptase,Powder
2183,Hydroniumjarosite,Powder
2184,Xanthoxenite,Powder
2185,Amblygonite,Powder
2186,Almandine,Powder
2187,Rutile,Powder
2188,Bastnasite-(Ce),Powder
2189,Euclase,Powder
2190,Proto-ferro-suenoite,Powder
2191,Thomsonite-Ca,Powder
2192,Manganogrunerite,Powder
2193,Anorthite,Powder
2194,Covellite,Powder
2195,Sekaninaite,Powder
2196,Dolomite,Powder
2197,Marokite,Powder
2198,Glauberite,Powder
2199,Linarite,Powder
2200,Mooreite,Powder
2201,Picropharmacolite,"Powder, using Mo radiation"
2202,Vlasovite,Powder
2203,Andradite,Powder
2204,Zircon,Powder
2205,Magnetite,Powder
2206,Dumortierite,Powder
2207,Malachite,Powder
2208,Rossmanite,"Powder, mixed with quartz"
2209,Ilsemannite,"Powder, using Mo radiation"
2210,Empressite,Powder using Cu radiation
2211,Tetrahedrite-(Zn),Powder
2212,Manjiroite,"Powder, using Mo radiation"
2213,Forsterite,Powder
2214,Dolomite,Powder
2215,Pseudomalachite,"Powder, using Mo radiation"
2216,Barysilite,Powder
2217,Magnesite,Powder
2218,Bikitaite,"Powder, with quartz (a=4.9248(2), c=5.4110(1), V=113.655(8))"
2219,Grossular,Powder
2220,Montmorillonite,Powder
2221,Diaboleite,Powder
2222,Destinezite,Powder
2223,Hydroxylapatite,Powder
2224,Wohlerite,Powder
2225,Slavikite,"Powder, using Mo radiation"
2226,Bahianite,Powder
2227,Stromeyerite,Powder
2228,Clinochlore,Powder
2229,Hubnerite,Powder
2230,Gillespite,Powder
2231,Copper,"Powder, using Mo radiation"
2232,Papagoite,Powder
2233,Scolecite,Powder
2234,Stephanite,Powder
2235,Humberstonite,Powder
2236,Andalusite,Powder
2237,Creedite,Powder
2238,Langbeinite,Powder
2239,Pezzottaite,Powder
2240,Tritomite-(Ce),Powder
2241,Beryllonite,Powder
2242,Opal,Powder
2243,Epidote,Powder
2244,Quartz,Powder
2245,Hematite,Powder
2246,Chloritoid,Powder
2247,Forsterite,Powder
2248,Zincite,Powder
2249,Vesuvianite,Powder
2250,Hydroxylapatite,Powder
2251,Axinite-(Mn),Powder
2252,Zoisite,Powder
2253,Gypsum,Powder
2254,Sillimanite,Powder
2255,Hematite,Powder
2256,Augelite,Powder
2257,Probertite,Powder
2258,Parisite-(Ce),Powder
2259,Pyrope,Powder
2260,Scheelite,Powder
2261,Slavikite,"Powder, using Mo radiation"
2262,Almandine,Powder
2263,Dickite,"Powder, mixed with quartz"
2264,Arfvedsonite,Powder
2265,Andradite,Powder
2266,Marialite,Powder
2267,Charoite,Powder
2268,Aurichalcite,Powder
2269,Tremolite,Powder
2270,Sphalerite,Powder
2271,Miserite,Powder
2272,Zwieselite,Powder
2273,Galkhaite,Powder
2274,Kapustinite,"Powder, refined as cubic because peaks overlap too much to properly refine the monoclinic cell"
2275,Cuprite,Powder
2276,Malachite,Powder
2277,Grossular,Powder
2278,Yugawaralite,Powder
2279,Tilleyite,Powder
2280,Barrerite,Powder
2281,Zykaite,Powder
2282,Borocookeite,"Powder, using Mo radiation"
2283,Stephanite,Powder
2284,Sillimanite,Powder
2285,Siegenite,"Powder, mixed with chalcopyrite [a:5.2903(5), c: 10.432(1)]"
2286,Pyrochlore,Powder
2287,Bournonite,Powder
2288,Anorthite,Powder
2289,Brochantite,Powder
2290,Magnesite,Powder
2291,Willemite,Powder
2292,Witherite,Powder
2293,Serendibite,Powder
2294,Senegalite,Powder
2295,Arsenolamprite,Powder
2296,Zektzerite,Powder
2297,Andradite,Powder
2298,Jarosite,Powder
2299,Salammoniac,Powder
2300,Antlerite,Powder
2301,Pyroxmangite,Powder
2302,Brannerite,Powder
2303,Schrockingerite,Powder
2304,Trolleite,Powder
2305,Burbankite,Powder
2306,Olivenite,Powder
2307,Beryllonite,Powder
2308,Levyne-Na,Powder
2309,Valentinite,Powder
2310,Azurite,Powder
2311,Syngenite,Powder
2312,Eosphorite,Powder
2313,Chevkinite-(Ce),Powder
2314,Troilite,"Powder, using Mo radiation"
2315,Aurichalcite,Powder
2316,Potassic-fluoro-richterite,Powder
2317,Danburite,Powder
2318,Eudialyte,Powder
2319,Titanite,Powder
2320,Burkeite,"Powder, mixed with thenardite"
2321,Otavite,Powder
2322,Calcite,Powder
2323,Allactite,Powder
2324,Orthoclase,Powder
2325,Copper,"Powder, using Mo radiation"
2326,Carletonite,Powder
2327,Warwickite,Powder
2328,Decrespignyite-(Y),"Powder, using Mo radiation"
2329,Albite,Powder
2330,Karibibite,"Powder, using Mo radiation"
2331,Anorthite,"Powder, with other plagioclase-series minerals"
2332,Marialite,Powder
2333,Simpsonite,Powder
2334,Braunite,Powder
2335,Vonsenite,Powder
2336,Masutomilite,Powder
2337,Ferberite,Powder
2338,Cassiterite,Powder
2339,Sphalerite,Powder
2340,Pyrope,Powder
2341,Marialite,Powder
2342,Beryllonite,Powder
2343,Chapmanite,Powder
2344,Grossular,Powder
2345,Teallite,Powder
2346,Cassiterite,Powder
2347,Serandite,Powder
2348,Trilithionite,Powder
2349,Sphalerite,Powder
2350,Antimony,Powder
2351,Hydroxylapatite,Powder
2352,Tilasite,Powder
2353,Bilinite,Powder
2354,Cassiterite,Powder
2355,Gadolinite-(Y),Powder
2356,Schwertmannite,"Powder, sharp peak is quartz"
2357,Rutile,Powder
2358,Prehnite,Powder
2359,Emeleusite,Powder
2360,Akermanite,Powder
2361,Fluorapatite,Powder
2362,Clinoclase,Powder
2363,Rosasite,"Powder, intimately mixed with smithsonite"
2364,Hauyne,Powder
2365,Mottramite,Powder
2366,Eosphorite,Powder
2367,Zaratite,Powder
2368,Schreibersite,Powder
2369,Skutterudite,Powder
2370,Yttrotantalite-(Y),Powder
2371,Kyanite,Powder
2372,Pollucite,Powder
2373,Dolomite,Powder
2374,Anorthite,Powder
2375,Kirschsteinite,Powder
2376,Foitite,Powder
2377,Phenakite,Powder
2378,Almandine,Powder
2379,Polylithionite,Powder
2380,Paravauxite,Powder
2381,Pumpellyite-(Mg),Powder
2382,Hanksite,Powder
2383,Chalcopyrite,Powder
2384,Volborthite,Powder
2385,Actinolite,Powder
2386,Andradite,Powder
2387,Hambergite,Powder
2388,Legrandite,Powder
2389,Anglesite,Powder
2390,Weddellite,Powder
2391,Eudidymite,Powder
2392,Hauerite,Powder
2393,Bobdownsite,Powder
2394,Triphylite,Powder
2395,Crocoite,Powder
2396,Titanite,Powder
2397,Axinite-(Fe),Powder
2398,Natrojarosite,Powder
2399,Fibroferrite,Powder
2400,Melanovanadite,Powder
2401,Ludwigite,Powder
2402,Dravite,Powder
2403,Salammoniac,Powder
2404,Villiaumite,Powder
2405,Natrojarosite,Powder
2406,Phosphosiderite,"Powder, using Mo radiation"
2407,Hemimorphite,Powder
2408,Gaspeite,Powder
2409,Magnesite,Powder
2410,Halite,Powder
2411,Coquimbite,Powder
2412,Stellerite,Powder
2413,Lawsonite,Powder
2414,Rhodonite,Powder
2415,Natrojarosite,"Powder, includes another phase"
2416,Wulfenite,Powder
2417,Bustamite,Powder
2418,Phenakite,Powder
2419,Actinolite,"Powder, additionally shows small amount of chlorite"
2420,Pyrite,Powder
2421,Moraesite,Powder
2422,Sodalite,Powder
2423,Axinite-(Fe),Powder
2424,Gypsum,Powder
2425,Goethite,Powder
2426,Ankerite,Powder
2427,Caryopilite,"Powder, using Mo radiation"
2428,Albite,Powder
2429,Bayldonite,Powder
2430,Foshagite,Powder
2431,Brookite,Powder
2432,Strontianite,Powder
2433,Lombardoite,Powder
2434,Zirkelite,Powder
2435,Jamesonite,"Powder, mixed with sphalerite a:5.4182(3)"
2436,Tincalconite,Powder
2437,Vivianite,Powder
2438,Baryte,Powder
2439,Ferro-pargasite,Powder
2440,Elbaite,Powder
2441,Metavariscite,Powder
2442,Rhodochrosite,Powder
2443,Ussingite,Powder
2444,Hauyne,Powder
2445,Anhydrite,Powder
2446,Melanovanadite,Powder
2447,Meionite,Powder
2448,Cerussite,Powder
2449,Grossular,Powder
2450,Hematite,Powder
